OrderID,CustomerID,PrimaryProductID,DateID,ChannelID,OrderDate,ShipDate,DeliveryDate,Quantity,Revenue_USD,COGS_USD,GrossMargin_USD,GrossMarginPct,DiscountPct,ShippingCost_USD,FulfillmentDays,ShippedOnTime,OrderStatus
2766,346,5,20221004,5,2022-10-04,2022-10-06,2022-10-10,1,25.87,11.57,14.3,55.28,0.0,10.23,4,True,Completed
2767,55,40,20240424,1,2024-04-24,2024-04-25,2024-04-28,4,276.38,120.48,155.9,56.41,0.0,0.0,3,True,Completed
2768,239,16,20221104,6,2022-11-04,2022-11-05,2022-11-07,1,71.26,28.77,42.49,59.63,0.0,13.29,2,True,Completed
2769,650,47,20230424,5,2023-04-24,2023-04-25,2023-04-26,1,31.74,11.38,20.36,64.15,15.0,11.62,1,True,Completed
2770,104,83,20221129,3,2022-11-29,2022-12-01,2022-12-04,4,191.84,84.93,106.91,55.73,5.84,0.0,3,True,Completed
2771,379,39,20230518,6,2023-05-18,2023-05-19,2023-05-20,2,171.96,71.72,100.24,58.29,5.0,0.0,1,True,Completed
2772,553,86,20240225,5,2024-02-25,2024-02-27,2024-03-02,1,60.84,23.65,37.19,61.13,0.0,8.9,4,True,Completed
2773,203,78,20240826,4,2024-08-26,2024-08-28,2024-08-31,8,311.58,118.78,192.8,61.88,0.0,0.0,3,True,Completed
2774,480,67,20241127,7,2024-11-27,2024-11-29,2024-12-03,3,131.79,58.23,73.56,55.82,0.0,0.0,4,True,Completed
2775,596,45,20230504,6,2023-05-04,2023-05-06,2023-05-10,2,187.46,97.14,90.32,48.18,10.0,0.0,4,True,Completed
2776,340,113,20220214,1,2022-02-14,2022-02-16,2022-02-19,3,225.24,92.31,132.93,59.02,5.0,0.0,3,True,Completed
2777,413,39,20240623,4,2024-06-23,2024-06-25,2024-06-30,1,90.5,35.86,54.64,60.38,0.0,0.0,5,False,Completed
2778,545,75,20231214,2,2023-12-14,2023-12-15,2023-12-18,1,68.77,38.56,30.21,43.93,5.0,14.01,3,True,Completed
2779,151,20,20221017,6,2022-10-17,2022-10-19,2022-10-21,1,27.31,11.93,15.38,56.32,0.0,12.82,2,True,Completed
2780,211,30,20230731,3,2023-07-31,2023-08-02,2023-08-05,5,203.89,67.61,136.28,66.84,3.42,0.0,3,True,Completed
2781,204,63,20240211,1,2024-02-11,2024-02-13,2024-02-14,1,54.36,14.4,39.96,73.51,0.0,12.63,1,True,Completed
2782,479,49,20220819,7,2022-08-19,2022-08-21,2022-08-25,1,61.06,32.03,29.03,47.54,10.0,7.5,4,True,Completed
2783,210,22,20240724,5,2024-07-24,2024-07-24,2024-07-27,5,364.99,164.23,200.76,55.0,0.0,0.0,3,True,Completed
2784,35,67,20231216,4,2023-12-16,2023-12-18,2023-12-22,1,16.03,9.99,6.04,37.68,10.0,12.54,4,True,Completed
2785,317,100,20220831,2,2022-08-31,2022-09-02,2022-09-05,3,252.54,105.14,147.4,58.37,5.0,0.0,3,True,Completed
2786,287,102,20230418,1,2023-04-18,2023-04-20,2023-04-23,5,310.14,122.45,187.69,60.52,3.05,0.0,3,True,Completed
2787,293,32,20220620,2,2022-06-20,2022-06-21,2022-06-27,2,109.0,46.92,62.08,56.95,0.0,0.0,6,False,Completed
2788,506,30,20221217,5,2022-12-17,2022-12-18,2022-12-25,2,103.05,42.43,60.62,58.83,4.7,0.0,7,False,Completed
2789,587,56,20220726,1,2022-07-26,2022-07-27,2022-07-30,1,10.6,5.32,5.28,49.81,20.0,10.97,3,True,Completed
2790,454,97,20240522,1,2024-05-22,2024-05-24,2024-05-27,2,128.88,65.6,63.28,49.1,16.25,0.0,3,True,Completed
2791,521,6,20240821,2,2024-08-21,2024-08-23,2024-08-25,1,66.77,30.06,36.71,54.98,10.0,6.51,2,True,Completed
2792,661,36,20241006,3,2024-10-06,2024-10-07,2024-10-12,3,61.37,31.68,29.69,48.38,17.63,8.67,5,True,Completed
2793,416,15,20221215,3,2022-12-15,2022-12-17,2022-12-18,1,39.0,16.66,22.34,57.28,0.0,9.19,1,True,Completed
2794,6,43,20230813,3,2023-08-13,2023-08-14,2023-08-17,2,56.4,25.7,30.7,54.43,0.0,8.61,3,True,Completed
2795,61,57,20231219,1,2023-12-19,2023-12-19,2023-12-23,1,30.61,9.87,20.74,67.76,0.0,14.22,4,True,Completed
2796,191,6,20230710,1,2023-07-10,2023-07-12,2023-07-16,4,281.53,126.1,155.43,55.21,6.43,0.0,4,True,Completed
2797,72,6,20241203,4,2024-12-03,2024-12-05,2024-12-10,3,162.58,65.19,97.39,59.9,3.58,0.0,5,False,Completed
2798,103,41,20230608,5,2023-06-08,2023-06-08,2023-06-13,2,118.84,59.71,59.13,49.76,7.79,0.0,5,True,Completed
2799,12,4,20240718,1,2024-07-18,2024-07-19,2024-07-22,5,289.53,153.78,135.75,46.89,7.8,0.0,3,True,Completed
2800,670,78,20240531,5,2024-05-31,2024-05-31,2024-06-04,5,300.42,116.08,184.34,61.36,3.65,0.0,4,True,Completed
2801,345,105,20241025,1,2024-10-25,2024-10-27,2024-10-31,2,112.08,45.38,66.7,59.51,5.0,0.0,4,True,Completed
2802,449,85,20230622,1,2023-06-22,2023-06-24,2023-06-27,1,54.46,28.27,26.19,48.09,0.0,10.82,3,True,Completed
2803,612,97,20241211,6,2024-12-11,2024-12-11,2024-12-16,6,426.9,197.67,229.23,53.7,13.64,0.0,5,True,Completed
2804,719,20,20231002,1,2023-10-02,2023-10-02,2023-10-06,3,81.93,35.79,46.14,56.32,0.0,0.0,4,True,Completed
2805,287,18,20240617,3,2024-06-17,2024-06-17,2024-06-21,1,35.85,19.42,16.43,45.83,15.0,13.73,4,True,Completed
2806,219,120,20240225,3,2024-02-25,2024-02-26,2024-03-01,2,93.05,42.78,50.27,54.02,0.0,0.0,4,True,Completed
2807,398,118,20231128,2,2023-11-28,2023-11-28,2023-12-05,2,203.3,122.62,80.68,39.69,20.0,0.0,7,False,Completed
2808,666,50,20240501,1,2024-05-01,2024-05-02,2024-05-05,1,68.25,44.7,23.55,34.51,10.0,14.48,3,True,Completed
2809,173,7,20240306,1,2024-03-06,2024-03-08,2024-03-10,3,181.64,70.02,111.62,61.45,3.38,0.0,2,True,Completed
2810,799,109,20240419,1,2024-04-19,2024-04-21,2024-04-26,4,313.41,145.58,167.83,53.55,0.0,0.0,5,False,Completed
2811,595,55,20240625,5,2024-06-25,2024-06-26,2024-06-30,2,45.16,9.96,35.2,77.95,0.0,13.11,4,True,Completed
2812,569,78,20231225,4,2023-12-25,2023-12-26,2023-12-31,4,236.68,111.44,125.24,52.92,10.0,0.0,5,True,Completed
2813,50,45,20241006,8,2024-10-06,2024-10-06,2024-10-10,1,104.14,48.57,55.57,53.36,0.0,0.0,4,True,Completed
2814,7,36,20240721,3,2024-07-21,2024-07-22,2024-07-26,2,34.34,15.18,19.16,55.79,15.0,14.0,4,True,Completed
2815,417,90,20221217,6,2022-12-17,2022-12-18,2022-12-22,3,231.28,104.15,127.13,54.97,6.37,0.0,4,True,Completed
2816,361,76,20221231,1,2022-12-31,2022-12-31,2023-01-04,2,205.42,114.72,90.7,44.15,10.0,0.0,4,True,Completed
2817,135,44,20230625,4,2023-06-25,2023-06-27,2023-06-30,1,68.56,27.77,40.79,59.5,5.0,7.97,3,True,Completed
2818,357,34,20241128,3,2024-11-28,2024-11-30,2024-12-04,1,36.86,23.24,13.62,36.95,20.0,6.69,4,True,Completed
2819,636,84,20220124,2,2022-01-24,2022-01-25,2022-01-28,5,194.28,75.36,118.92,61.21,5.02,0.0,3,True,Completed
2820,99,37,20221101,2,2022-11-01,2022-11-03,2022-11-06,4,156.74,82.6,74.14,47.3,7.2,0.0,3,True,Completed
2821,138,50,20241125,8,2024-11-25,2024-11-27,2024-12-01,4,186.27,89.9,96.37,51.74,1.96,0.0,4,True,Completed
2822,410,81,20220721,6,2022-07-21,2022-07-22,2022-07-25,3,87.07,37.56,49.51,56.86,0.0,0.0,3,True,Completed
2823,701,115,20240529,2,2024-05-29,2024-05-31,2024-06-02,1,73.52,30.42,43.1,58.62,15.0,14.56,2,True,Completed
2824,331,26,20241207,1,2024-12-07,2024-12-09,2024-12-13,1,56.35,29.05,27.3,48.45,0.0,12.67,4,True,Completed
2825,536,50,20230219,6,2023-02-19,2023-02-19,2023-02-21,2,151.66,89.4,62.26,41.05,0.0,0.0,2,True,Completed
2826,154,94,20230317,1,2023-03-17,2023-03-17,2023-03-21,2,123.76,45.74,78.02,63.04,0.0,0.0,4,True,Completed
2827,528,3,20240429,2,2024-04-29,2024-04-29,2024-05-03,5,140.73,55.65,85.08,60.46,4.65,0.0,4,True,Completed
2828,151,118,20231227,7,2023-12-27,2023-12-27,2024-01-03,3,295.58,145.86,149.72,50.65,1.4,0.0,7,False,Completed
2829,32,102,20221231,5,2022-12-31,2023-01-01,2023-01-07,4,227.19,80.41,146.78,64.61,9.15,0.0,6,False,Completed
2830,494,89,20241023,3,2024-10-23,2024-10-23,2024-10-29,2,134.11,61.57,72.54,54.09,7.43,0.0,6,True,Completed
2831,223,111,20221203,3,2022-12-03,2022-12-04,2022-12-11,6,301.78,157.36,144.42,47.86,6.47,0.0,7,False,Completed
2832,632,28,20231108,5,2023-11-08,2023-11-09,2023-11-12,2,78.88,33.04,45.84,58.11,0.0,0.0,3,True,Completed
2833,356,99,20240703,6,2024-07-03,2024-07-03,2024-07-09,2,219.36,79.5,139.86,63.76,0.0,0.0,6,True,Completed
2834,776,20,20221101,8,2022-11-01,2022-11-03,2022-11-09,3,152.2,71.88,80.32,52.77,5.15,0.0,6,False,Completed
2835,192,32,20231206,3,2023-12-06,2023-12-07,2023-12-12,1,54.5,23.46,31.04,56.95,0.0,10.98,5,True,Completed
2836,269,49,20220907,2,2022-09-07,2022-09-09,2022-09-12,3,183.18,96.09,87.09,47.54,10.0,0.0,3,True,Completed
2837,508,106,20231201,2,2023-12-01,2023-12-03,2023-12-05,2,138.69,66.46,72.23,52.08,6.6,0.0,2,True,Completed
2838,221,47,20240915,5,2024-09-15,2024-09-16,2024-09-20,1,37.34,11.38,25.96,69.52,0.0,12.98,4,True,Completed
2839,673,38,20220722,4,2022-07-22,2022-07-22,2022-07-28,2,41.08,24.16,16.92,41.19,15.0,8.3,6,True,Completed
2840,125,36,20220105,1,2022-01-05,2022-01-06,2022-01-11,3,60.6,22.77,37.83,62.43,0.0,11.31,5,True,Completed
2841,361,120,20241205,5,2024-12-05,2024-12-05,2024-12-10,1,49.66,27.04,22.62,45.55,0.0,13.15,5,True,Completed
2842,372,114,20240318,1,2024-03-18,2024-03-20,2024-03-24,3,149.82,57.92,91.9,61.34,1.21,0.0,4,True,Completed
2843,649,77,20221117,2,2022-11-17,2022-11-19,2022-11-23,1,37.28,7.99,29.29,78.57,0.0,12.39,4,True,Completed
2844,642,65,20240427,1,2024-04-27,2024-04-27,2024-05-04,3,228.8,114.05,114.75,50.15,2.0,0.0,7,False,Completed
2845,587,33,20220703,3,2022-07-03,2022-07-04,2022-07-07,1,39.81,13.94,25.87,64.98,0.0,14.25,3,True,Completed
2846,598,27,20241122,6,2024-11-22,2024-11-23,2024-11-27,4,210.41,100.0,110.41,52.47,4.32,0.0,4,True,Completed
2847,756,103,20240513,6,2024-05-13,2024-05-14,2024-05-16,2,90.11,38.26,51.85,57.54,4.84,0.0,2,True,Completed
2848,413,98,20220127,2,2022-01-27,2022-01-27,2022-01-30,3,152.41,63.5,88.91,58.34,13.63,0.0,3,True,Completed
2849,186,17,20220709,5,2022-07-09,2022-07-11,2022-07-16,3,183.37,77.79,105.58,57.58,3.34,0.0,5,False,Completed
2850,569,18,20220916,5,2022-09-16,2022-09-17,2022-09-19,2,60.54,24.4,36.14,59.7,6.27,6.09,2,True,Completed
2851,442,5,20240131,3,2024-01-31,2024-01-31,2024-02-03,2,78.31,45.98,32.33,41.28,11.86,0.0,3,True,Completed
2852,208,27,20220530,2,2022-05-30,2022-05-31,2022-06-02,5,299.93,142.97,156.96,52.33,2.29,0.0,2,True,Completed
2853,158,4,20230402,8,2023-04-02,2023-04-04,2023-04-07,2,156.32,79.92,76.4,48.87,10.0,0.0,3,True,Completed
2854,776,91,20220521,5,2022-05-21,2022-05-23,2022-05-26,2,190.76,74.94,115.82,60.72,0.0,0.0,3,True,Completed
2855,98,44,20241212,1,2024-12-12,2024-12-14,2024-12-20,1,61.34,27.77,33.57,54.73,15.0,12.63,6,False,Completed
2856,265,64,20230501,1,2023-05-01,2023-05-03,2023-05-05,3,139.27,89.56,49.71,35.69,15.0,0.0,2,True,Completed
2857,591,60,20230529,3,2023-05-29,2023-05-30,2023-06-02,1,72.58,39.88,32.7,45.05,0.0,10.38,3,True,Completed
2858,436,40,20240716,1,2024-07-16,2024-07-18,2024-07-24,4,197.53,77.77,119.76,60.63,4.09,0.0,6,False,Completed
2859,305,110,20231130,1,2023-11-30,2023-11-30,2023-12-01,4,202.31,89.18,113.13,55.92,1.42,0.0,1,True,Completed
2860,625,1,20220511,1,2022-05-11,2022-05-12,2022-05-14,1,85.19,37.38,47.81,56.12,0.0,0.0,2,True,Completed
2861,161,75,20231014,5,2023-10-14,2023-10-15,2023-10-18,1,72.39,38.56,33.83,46.73,0.0,13.77,3,True,Completed
2862,394,33,20220604,5,2022-06-04,2022-06-05,2022-06-06,6,303.96,121.26,182.7,60.11,7.59,0.0,1,True,Completed
2863,678,79,20221201,7,2022-12-01,2022-12-01,2022-12-04,3,60.69,27.87,32.82,54.08,0.0,11.99,3,True,Completed
2864,404,98,20231218,1,2023-12-18,2023-12-19,2023-12-22,4,223.04,86.78,136.26,61.09,0.0,0.0,3,True,Completed
2865,636,109,20241127,8,2024-11-27,2024-11-29,2024-12-05,2,181.92,89.86,92.06,50.6,0.0,0.0,6,False,Completed
2866,787,16,20221101,6,2022-11-01,2022-11-02,2022-11-03,1,71.26,28.77,42.49,59.63,0.0,12.09,1,True,Completed
2867,211,108,20240308,4,2024-03-08,2024-03-09,2024-03-15,2,126.5,57.3,69.2,54.7,0.0,0.0,6,False,Completed
2868,417,112,20231025,3,2023-10-25,2023-10-27,2023-10-30,3,136.79,54.56,82.23,60.11,7.43,0.0,3,True,Completed
2869,206,62,20231227,7,2023-12-27,2023-12-28,2024-01-03,3,142.29,73.36,68.93,48.44,13.2,0.0,6,False,Completed
2870,509,20,20221227,1,2022-12-27,2022-12-29,2023-01-04,1,24.58,11.93,12.65,51.46,10.0,11.91,6,False,Completed
2871,271,84,20230529,5,2023-05-29,2023-05-31,2023-06-06,3,177.06,66.52,110.54,62.43,5.0,0.0,6,False,Completed
2872,363,31,20220506,6,2022-05-06,2022-05-06,2022-05-10,3,133.35,60.17,73.18,54.88,0.0,0.0,4,True,Completed
2873,174,93,20230801,4,2023-08-01,2023-08-01,2023-08-04,1,35.86,22.36,13.5,37.65,10.0,10.71,3,True,Completed
2874,265,57,20240129,2,2024-01-29,2024-01-30,2024-02-05,2,61.22,19.74,41.48,67.76,0.0,10.98,6,False,Completed
2875,384,94,20231115,1,2023-11-15,2023-11-17,2023-11-19,1,52.6,22.87,29.73,56.52,15.0,11.21,2,True,Completed
2876,417,95,20220710,4,2022-07-10,2022-07-11,2022-07-15,1,52.39,22.09,30.3,57.84,5.0,8.48,4,True,Completed
2877,215,36,20221130,1,2022-11-30,2022-12-02,2022-12-04,4,165.62,73.98,91.64,55.33,10.52,0.0,2,True,Completed
2878,418,69,20241027,2,2024-10-27,2024-10-28,2024-10-30,1,82.39,27.55,54.84,66.56,5.0,0.0,2,True,Completed
2879,479,89,20241202,2,2024-12-02,2024-12-04,2024-12-10,3,298.74,152.19,146.55,49.06,10.0,0.0,6,False,Completed
2880,224,116,20220227,6,2022-02-27,2022-02-27,2022-03-03,7,371.63,171.16,200.47,53.94,3.51,0.0,4,True,Completed
2881,91,56,20220326,1,2022-03-26,2022-03-27,2022-03-29,3,154.21,65.44,88.77,57.56,4.57,0.0,2,True,Completed
2882,269,73,20241222,3,2024-12-22,2024-12-22,2024-12-24,1,76.97,31.5,45.47,59.07,0.0,0.0,2,True,Completed
2883,270,58,20230712,2,2023-07-12,2023-07-13,2023-07-17,4,234.88,78.01,156.87,66.79,2.37,0.0,4,True,Completed
2884,787,5,20240229,4,2024-02-29,2024-03-01,2024-03-06,1,25.87,11.57,14.3,55.28,0.0,12.53,5,True,Completed
2885,775,82,20230309,3,2023-03-09,2023-03-09,2023-03-13,2,83.58,27.5,56.08,67.1,5.0,0.0,4,True,Completed
2886,615,52,20241209,1,2024-12-09,2024-12-11,2024-12-15,4,258.23,82.71,175.52,67.97,4.16,0.0,4,True,Completed
2887,755,32,20220612,8,2022-06-12,2022-06-12,2022-06-15,6,386.62,205.11,181.51,46.95,0.78,0.0,3,True,Completed
2888,772,16,20240112,2,2024-01-12,2024-01-12,2024-01-15,2,172.73,65.74,106.99,61.94,0.0,0.0,3,True,Completed
2889,698,94,20240616,4,2024-06-16,2024-06-18,2024-06-20,1,49.5,22.87,26.63,53.8,20.0,13.24,2,True,Completed
2890,360,111,20240915,3,2024-09-15,2024-09-16,2024-09-21,1,56.99,24.12,32.87,57.68,0.0,12.1,5,True,Completed
2891,491,2,20240104,1,2024-01-04,2024-01-04,2024-01-08,1,50.74,36.56,14.18,27.95,15.0,10.98,4,True,Completed
2892,400,95,20240720,5,2024-07-20,2024-07-21,2024-07-25,3,165.45,66.27,99.18,59.95,0.0,0.0,4,True,Completed
2893,515,35,20240529,6,2024-05-29,2024-05-30,2024-06-02,4,321.0,127.26,193.74,60.36,5.27,0.0,3,True,Completed
2894,731,80,20230723,6,2023-07-23,2023-07-23,2023-07-27,1,128.17,59.79,68.38,53.35,0.0,0.0,4,True,Completed
2895,665,77,20221118,1,2022-11-18,2022-11-20,2022-11-21,2,74.56,15.98,58.58,78.57,0.0,7.75,1,True,Completed
2896,170,52,20240824,7,2024-08-24,2024-08-26,2024-08-27,1,50.89,16.7,34.19,67.18,20.0,14.8,1,True,Completed
2897,121,102,20240130,5,2024-01-30,2024-01-30,2024-02-03,2,159.4,74.42,84.98,53.31,10.0,0.0,4,True,Completed
2898,27,81,20241202,1,2024-12-02,2024-12-02,2024-12-08,5,213.19,67.47,145.72,68.35,0.63,0.0,6,True,Completed
2899,777,120,20240406,8,2024-04-06,2024-04-06,2024-04-11,5,208.45,104.57,103.88,49.83,2.19,0.0,5,True,Completed
2900,355,58,20241126,2,2024-11-26,2024-11-27,2024-12-03,1,31.75,9.21,22.54,70.99,0.0,9.98,6,False,Completed
2901,601,20,20241102,5,2024-11-02,2024-11-04,2024-11-08,4,198.34,66.45,131.89,66.5,2.4,0.0,4,True,Completed
2902,448,76,20241017,7,2024-10-17,2024-10-19,2024-10-23,5,439.73,205.92,233.81,53.17,0.37,0.0,4,True,Completed
2903,82,6,20240220,2,2024-02-20,2024-02-22,2024-02-25,1,63.06,30.06,33.0,52.33,15.0,7.11,3,True,Completed
2904,636,95,20240927,2,2024-09-27,2024-09-29,2024-10-01,1,55.15,22.09,33.06,59.95,0.0,12.07,2,True,Completed
2905,525,15,20240617,3,2024-06-17,2024-06-18,2024-06-22,3,174.4,70.29,104.11,59.7,2.76,0.0,4,True,Completed
2906,298,4,20230616,1,2023-06-16,2023-06-17,2023-06-23,4,237.26,116.83,120.43,50.76,6.52,0.0,6,False,Completed
2907,521,65,20241007,3,2024-10-07,2024-10-08,2024-10-11,3,265.61,110.7,154.91,58.32,2.48,0.0,3,True,Completed
2908,589,113,20221226,6,2022-12-26,2022-12-27,2022-12-30,2,158.06,61.54,96.52,61.07,0.0,0.0,3,True,Completed
2909,255,5,20240518,3,2024-05-18,2024-05-19,2024-05-21,1,25.87,11.57,14.3,55.28,0.0,8.56,2,True,Completed
2910,292,89,20231225,3,2023-12-25,2023-12-25,2023-12-29,2,221.28,101.46,119.82,54.15,0.0,0.0,4,True,Completed
2911,136,101,20230724,1,2023-07-24,2023-07-24,2023-07-26,3,96.08,42.12,53.96,56.16,0.0,0.0,2,True,Completed
2912,796,80,20241204,3,2024-12-04,2024-12-04,2024-12-06,2,256.34,119.58,136.76,53.35,0.0,0.0,2,True,Completed
2913,696,104,20231003,3,2023-10-03,2023-10-05,2023-10-07,1,25.9,14.16,11.74,45.33,0.0,9.3,2,True,Completed
2914,106,105,20221111,3,2022-11-11,2022-11-11,2022-11-16,4,256.46,103.44,153.02,59.67,6.15,0.0,5,True,Completed
2915,435,85,20241215,8,2024-12-15,2024-12-16,2024-12-19,6,283.76,157.57,126.19,44.47,7.63,0.0,3,True,Completed
2916,762,54,20241227,3,2024-12-27,2024-12-28,2025-01-01,2,71.48,30.8,40.68,56.91,0.0,7.8,4,True,Completed
2917,573,81,20240314,2,2024-03-14,2024-03-15,2024-03-18,2,56.9,24.2,32.7,57.47,0.0,8.07,3,True,Completed
2918,798,32,20241105,7,2024-11-05,2024-11-07,2024-11-13,2,84.58,34.3,50.28,59.45,5.0,0.0,6,False,Completed
2919,560,12,20241225,2,2024-12-25,2024-12-25,2024-12-28,2,56.81,31.96,24.85,43.74,7.84,6.83,3,True,Completed
2920,416,91,20220310,2,2022-03-10,2022-03-10,2022-03-12,1,90.61,37.47,53.14,58.65,5.0,0.0,2,True,Completed
2921,444,24,20241208,1,2024-12-08,2024-12-10,2024-12-13,2,103.57,52.38,51.19,49.43,5.0,0.0,3,True,Completed
2922,65,68,20241229,3,2024-12-29,2024-12-30,2025-01-03,2,154.75,69.89,84.86,54.84,12.37,0.0,4,True,Completed
2923,766,103,20230612,6,2023-06-12,2023-06-13,2023-06-16,3,152.88,63.27,89.61,58.61,3.25,0.0,3,True,Completed
2924,153,36,20230920,5,2023-09-20,2023-09-22,2023-09-24,2,40.4,15.18,25.22,62.43,0.0,11.82,2,True,Completed
2925,780,53,20240620,3,2024-06-20,2024-06-21,2024-06-26,3,157.79,81.61,76.18,48.28,4.03,0.0,5,True,Completed
2926,173,85,20231229,2,2023-12-29,2023-12-31,2024-01-09,2,80.31,48.66,31.65,39.41,10.76,0.0,9,False,Completed
2927,256,104,20240410,1,2024-04-10,2024-04-10,2024-04-13,1,25.9,14.16,11.74,45.33,0.0,7.29,3,True,Completed
2928,642,98,20241209,2,2024-12-09,2024-12-09,2024-12-15,3,191.37,105.29,86.08,44.98,4.03,0.0,6,True,Completed
2929,125,108,20241215,4,2024-12-15,2024-12-15,2024-12-20,2,94.88,48.07,46.81,49.34,10.0,0.0,5,True,Completed
2930,574,7,20221223,3,2022-12-23,2022-12-23,2022-12-27,1,58.72,26.48,32.24,54.9,0.0,10.36,4,True,Completed
2931,692,53,20241224,5,2024-12-24,2024-12-25,2025-01-01,1,81.22,49.88,31.34,38.59,0.0,0.0,7,False,Completed
2932,251,43,20231009,1,2023-10-09,2023-10-11,2023-10-16,1,28.2,12.85,15.35,54.43,0.0,13.19,5,False,Completed
2933,679,118,20240702,2,2024-07-02,2024-07-04,2024-07-05,4,354.51,166.9,187.61,52.92,1.19,0.0,1,True,Completed
2934,406,55,20220727,4,2022-07-27,2022-07-28,2022-07-30,1,22.58,4.98,17.6,77.95,0.0,11.4,2,True,Completed
2935,170,14,20241129,3,2024-11-29,2024-11-29,2024-12-02,1,71.28,36.87,34.41,48.27,0.0,7.73,3,True,Completed
2936,299,66,20220307,1,2022-03-07,2022-03-09,2022-03-11,4,120.36,42.77,77.59,64.46,6.5,0.0,2,True,Completed
2937,349,31,20220203,2,2022-02-03,2022-02-03,2022-02-10,2,69.63,30.12,39.51,56.74,9.64,11.62,7,False,Completed
2938,727,61,20240905,3,2024-09-05,2024-09-05,2024-09-09,3,117.89,65.3,52.59,44.61,7.55,0.0,4,True,Completed
2939,562,118,20221119,1,2022-11-19,2022-11-19,2022-11-22,3,343.05,183.93,159.12,46.38,10.0,0.0,3,True,Completed
2940,503,17,20240518,1,2024-05-18,2024-05-20,2024-05-25,1,48.06,20.25,27.81,57.87,0.0,9.14,5,False,Completed
2941,303,47,20240705,3,2024-07-05,2024-07-07,2024-07-09,2,165.51,71.17,94.34,57.0,0.0,0.0,2,True,Completed
2942,98,28,20240104,8,2024-01-04,2024-01-06,2024-01-10,5,231.42,115.34,116.08,50.16,8.6,0.0,4,True,Completed
2943,127,2,20240430,1,2024-04-30,2024-05-01,2024-05-03,1,59.7,36.56,23.14,38.76,0.0,14.0,2,True,Completed
2944,467,26,20231202,2,2023-12-02,2023-12-03,2023-12-07,3,166.01,75.74,90.27,54.38,8.11,0.0,4,True,Completed
2945,90,45,20221214,1,2022-12-14,2022-12-14,2022-12-17,1,104.14,48.57,55.57,53.36,0.0,0.0,3,True,Completed
2946,365,98,20241124,2,2024-11-24,2024-11-25,2024-11-27,1,49.14,23.8,25.34,51.57,0.0,8.98,2,True,Completed
2947,56,115,20241208,4,2024-12-08,2024-12-08,2024-12-12,1,86.49,30.42,56.07,64.83,0.0,0.0,4,True,Completed
2948,365,118,20220110,7,2022-01-10,2022-01-10,2022-01-11,3,212.67,95.09,117.58,55.29,0.0,0.0,1,True,Completed
2949,536,112,20220512,1,2022-05-12,2022-05-12,2022-05-14,2,69.06,21.68,47.38,68.61,0.0,7.61,2,True,Completed
2950,236,3,20231213,5,2023-12-13,2023-12-13,2023-12-17,6,229.61,107.73,121.88,53.08,11.72,0.0,4,True,Completed
2951,596,14,20241115,2,2024-11-15,2024-11-15,2024-11-17,2,142.56,73.74,68.82,48.27,0.0,0.0,2,True,Completed
2952,272,43,20230601,2,2023-06-01,2023-06-02,2023-06-06,4,113.05,50.65,62.4,55.2,0.0,0.0,4,True,Completed
2953,794,91,20220420,4,2022-04-20,2022-04-20,2022-04-24,1,95.38,37.47,57.91,60.72,0.0,0.0,4,True,Completed
2954,227,47,20220320,1,2022-03-20,2022-03-20,2022-03-24,2,74.68,22.76,51.92,69.52,0.0,9.74,4,True,Completed
2955,726,25,20230212,5,2023-02-12,2023-02-13,2023-02-15,3,170.02,75.8,94.22,55.42,0.0,0.0,2,True,Completed
2956,270,5,20240627,1,2024-06-27,2024-06-27,2024-07-02,5,253.73,103.61,150.12,59.17,5.84,0.0,5,True,Completed
2957,697,28,20231203,6,2023-12-03,2023-12-03,2023-12-07,3,112.41,49.56,62.85,55.91,5.0,0.0,4,True,Completed
2958,553,59,20230810,2,2023-08-10,2023-08-10,2023-08-16,2,144.31,59.09,85.22,59.05,0.0,0.0,6,True,Completed
2959,793,90,20241219,3,2024-12-19,2024-12-19,2024-12-24,1,62.57,25.95,36.62,58.53,0.0,9.11,5,True,Completed
2960,622,92,20240701,5,2024-07-01,2024-07-02,2024-07-04,2,146.26,39.5,106.76,72.99,0.0,0.0,2,True,Completed
2961,512,105,20230105,1,2023-01-05,2023-01-06,2023-01-09,3,153.81,59.32,94.49,61.43,2.33,0.0,3,True,Completed
2962,758,108,20240831,2,2024-08-31,2024-09-01,2024-09-07,1,63.25,28.65,34.6,54.7,0.0,10.47,6,False,Completed
2963,7,112,20241011,3,2024-10-11,2024-10-13,2024-10-16,1,34.53,10.84,23.69,68.61,0.0,11.82,3,True,Completed
2964,187,105,20241209,3,2024-12-09,2024-12-09,2024-12-15,4,155.42,70.66,84.76,54.54,10.0,0.0,6,True,Completed
2965,447,95,20220711,3,2022-07-11,2022-07-13,2022-07-16,6,365.67,163.77,201.9,55.21,6.9,0.0,3,True,Completed
2966,570,7,20220104,1,2022-01-04,2022-01-05,2022-01-08,2,93.96,52.96,41.0,43.64,20.0,0.0,3,True,Completed
2967,541,103,20240226,1,2024-02-26,2024-02-26,2024-02-29,5,351.5,153.82,197.68,56.24,7.34,0.0,3,True,Completed
2968,344,95,20220616,2,2022-06-16,2022-06-17,2022-06-19,4,202.73,74.26,128.47,63.37,0.0,0.0,2,True,Completed
